timestamp,open,high,low,close,volume
2020-08-05,3143.7700,3213.5859,3127.3000,3205.0300,3930025
2020-08-04,3101.2100,3167.2400,3101.2100,3138.8300,4694294
2020-08-03,3180.5100,3184.0000,3104.0000,3111.8900,5074663
2020-07-31,3244.0000,3246.8200,3151.0000,3164.6800,8083369
2020-07-30,3014.0000,3092.0000,3005.0000,3051.8800,6128265
2020-07-29,3030.9900,3039.1592,2996.7700,3033.5300,2974060
2020-07-28,3054.2700,3077.0926,2995.7600,3000.3300,3126651
2020-07-27,3062.0000,3098.0000,3015.7700,3055.2100,4170492
2020-07-24,2930.0000,3031.5800,2888.0000,3008.9100,5632413
2020-07-23,3098.2713,3098.2713,2970.0000,2986.5500,5656906
2020-07-22,3125.0000,3149.9999,3065.2600,3099.9100,4104225
2020-07-21,3232.4900,3240.5800,3105.7200,3138.2900,6075758
2020-07-20,3000.2000,3201.3600,2994.0200,3196.8400,7488703
2020-07-17,3009.0000,3024.0000,2948.4500,2961.9700,4716329
2020-07-16,2971.0600,3032.0000,2918.2300,2999.9000,6394284
2020-07-15,3080.2300,3098.3500,2973.1800,3008.8700,5789358
2020-07-14,3089.0000,3127.3800,2950.0000,3084.0000,7231956
2020-07-13,3251.0600,3344.2900,3068.3900,3104.0000,7722519
2020-07-10,3191.7600,3215.0000,3135.7000,3200.0000,5486005
2020-07-09,3115.9900,3193.8800,3074.0000,3182.6300,6388971
2020-07-08,3022.6100,3083.9700,3012.4300,3081.1100,5037856
2020-07-07,3058.5500,3069.5500,2990.0000,3000.1200,5257688
2020-07-06,2934.9700,3059.8800,2930.0000,3057.0400,6880340
2020-07-02,2912.0100,2955.5600,2871.1000,2890.3000,6593735
2020-07-01,2757.9900,2895.0000,2754.0000,2878.7000,6364355
2020-06-30,2685.0700,2769.6300,2675.0300,2758.8200,3769686
2020-06-29,2690.0100,2696.8000,2630.0800,2680.3800,4223422
2020-06-26,2775.0600,2782.5700,2688.0000,2692.8700,6500784
2020-06-25,2739.5500,2756.2300,2712.1400,2754.5800,2968657
2020-06-24,2780.0000,2796.0000,2721.0000,2734.4000,4526605
2020-06-23,2726.0200,2783.1100,2718.0400,2764.4100,4231707
2020-06-22,2684.5000,2715.0000,2669.0000,2713.8200,3208780
2020-06-19,2678.0800,2697.4300,2659.0000,2675.0100,5776963
2020-06-18,2647.0100,2659.6400,2636.1100,2653.9800,2487774
2020-06-17,2647.5000,2655.0000,2631.8200,2640.9800,2959316
2020-06-16,2620.0000,2620.0000,2576.0000,2615.2700,3595649
2020-06-15,2526.6000,2584.0000,2508.0000,2572.6800,3873335
2020-06-12,2601.2100,2621.4800,2503.3500,2545.0200,5436127
2020-06-11,2603.5000,2671.3800,2536.2300,2557.9600,5800107
2020-06-10,2645.0000,2722.3500,2626.2600,2647.4500,4946031
2020-06-09,2529.4400,2626.4300,2525.0000,2600.8600,5175950
2020-06-08,2500.2000,2530.0000,2487.3400,2524.0600,3970654
2020-06-05,2444.5100,2488.6400,2437.1300,2483.0000,3306445
2020-06-04,2477.4300,2507.5400,2450.0100,2460.6000,2948710
2020-06-03,2468.0100,2488.0000,2461.1700,2478.4000,2671024
2020-06-02,2467.0000,2473.5300,2445.3100,2472.4100,2529903
2020-06-01,2448.0000,2476.9300,2444.1700,2471.0400,2938032
2020-05-29,2415.9400,2442.3700,2398.2000,2442.3700,3529329
2020-05-28,2384.3300,2436.9700,2378.2300,2401.1000,3193136
2020-05-27,2404.9900,2413.5800,2330.0000,2410.3900,5056945
2020-05-26,2458.0000,2462.0000,2414.0600,2421.8600,3568153
2020-05-22,2455.0100,2469.8500,2430.1300,2436.8800,2867079
2020-05-21,2500.0000,2525.4500,2442.5400,2446.7400,5114403
2020-05-20,2477.8700,2500.0100,2467.2700,2497.9400,3998143
2020-05-19,2429.8300,2484.9900,2428.9700,2449.3300,4320498
2020-05-18,2402.4800,2433.0000,2384.0100,2426.2600,4366572
2020-05-15,2368.5200,2411.0000,2356.3700,2409.7800,4234951
2020-05-14,2361.0100,2391.3700,2353.2100,2388.8500,3648128
2020-05-13,2366.8000,2407.7000,2337.8000,2367.9200,4782919
2020-05-12,2411.8500,2419.0000,2355.0000,2356.9500,3074916
2020-05-11,2374.7000,2419.6600,2372.1100,2409.0000,3259231
2020-05-08,2372.1400,2387.2400,2357.0000,2379.6100,3211228
2020-05-07,2374.7800,2376.0000,2343.1100,2367.6100,3396411
2020-05-06,2329.4400,2357.4500,2320.0000,2351.2600,3117814
2020-05-05,2340.0000,2351.0000,2307.1300,2317.8000,3242496
2020-05-04,2256.3800,2326.9800,2256.3800,2315.9900,4865926
2020-05-01,2336.8000,2362.4400,2258.1900,2286.0400,9772605
2020-04-30,2419.8400,2475.0000,2396.0100,2474.0000,9534611
2020-04-29,2330.0100,2391.8900,2310.0000,2372.7100,4591593
2020-04-28,2372.1000,2373.5000,2306.0000,2314.0800,5269446
2020-04-27,2443.2000,2444.8800,2363.0000,2376.0000,5645645
