timestamp,open,high,low,close,volume
2020-09-16,3179.9900,3187.2380,3074.1500,3078.1000,4531189
2020-09-15,3136.1600,3175.0200,3108.9200,3156.1300,4021535
2020-09-14,3172.9372,3187.3900,3096.0000,3102.9700,4529596
2020-09-11,3208.6900,3217.3409,3083.9800,3116.2200,5093982
2020-09-10,3307.2188,3349.8900,3170.5500,3175.1100,5330741
2020-09-09,3202.9900,3303.1750,3185.0000,3268.6100,5188675
2020-09-08,3144.0000,3250.8450,3130.0000,3149.8400,6094205
2020-09-04,3318.0000,3381.5000,3111.1300,3294.6200,8781754
2020-09-03,3485.0000,3488.4100,3303.0000,3368.0000,8161113
2020-09-02,3547.0000,3552.2500,3486.6850,3531.4500,3931476
2020-09-01,3489.5800,3513.8700,3467.0000,3499.1200,3476407
2020-08-31,3408.9900,3495.0000,3405.0000,3450.9600,4185885
2020-08-28,3423.0000,3433.3699,3386.5000,3401.8000,2896978
2020-08-27,3450.0500,3453.0000,3378.0000,3400.0000,4264795
2020-08-26,3351.1100,3451.7387,3344.5675,3441.8500,6508743
2020-08-25,3294.9900,3357.4000,3267.0000,3346.4900,3992842
2020-08-24,3310.1500,3380.3150,3257.5608,3307.4600,4666258
2020-08-21,3295.0000,3314.3962,3275.3900,3284.7200,3575862
2020-08-20,3252.0000,3312.6200,3238.0000,3297.3700,3332478
2020-08-19,3303.0100,3315.9000,3256.0001,3260.4800,4185137
2020-08-18,3212.0000,3320.0000,3205.8187,3312.4900,5345974
2020-08-17,3173.1200,3194.9700,3154.1775,3182.4100,2675890
2020-08-14,3178.1800,3178.2357,3120.0000,3148.0200,2751723
2020-08-13,3182.9900,3217.5211,3155.0000,3161.0200,3149043
2020-08-12,3108.0000,3174.3850,3101.4200,3162.2400,3527229
2020-08-11,3113.2000,3159.2200,3073.0000,3080.6700,3718057
2020-08-10,3170.3100,3172.5100,3101.5200,3148.1600,3167274
2020-08-07,3224.0100,3240.8100,3140.6726,3167.4600,3936127
2020-08-06,3194.3600,3247.4700,3165.4300,3225.0000,3940602
