timestamp,open,high,low,close,volume
2020-09-16,210.6200,210.6500,204.6400,205.0500,26372464
2020-09-15,208.4200,209.7800,206.9300,208.7800,21823942
2020-09-14,204.2400,209.2000,204.0300,205.4100,30375768
2020-09-11,207.2000,208.6300,201.2400,204.0300,33620073
2020-09-10,213.4000,214.7400,204.1100,205.3700,35461514
2020-09-09,207.6000,214.8399,206.7000,211.2900,45678986
2020-09-08,206.5000,210.0300,202.2000,202.6600,52924330
2020-09-04,215.1000,218.3599,205.1900,214.2500,59664072
2020-09-03,229.2700,229.3100,214.9602,217.3000,58400288
2020-09-02,227.9700,232.8600,227.3500,231.6500,34080839
2020-09-01,225.5100,227.4500,224.4300,227.2700,25791235
2020-08-31,227.0000,228.7000,224.3100,225.5300,28774156
2020-08-28,228.1800,230.6440,226.5800,228.9100,26292896
2020-08-27,222.8900,231.1500,219.4000,226.5800,57602195
2020-08-26,217.8800,222.0900,217.3600,221.1500,39600828
2020-08-25,213.1000,216.6100,213.1000,216.4700,23043696
2020-08-24,214.7900,215.5200,212.4300,213.6900,25460147
2020-08-21,213.8600,216.2500,212.8500,213.0200,36249319
2020-08-20,209.5400,215.0000,208.9100,214.5800,26981478
2020-08-19,211.4900,212.1000,209.2500,209.7000,27627561
2020-08-18,210.5300,212.3600,209.2100,211.4900,21336167
2020-08-17,209.6000,211.1874,208.9150,210.2800,20063496
2020-08-14,208.7600,209.5900,207.5100,208.9000,17958936
2020-08-13,209.4400,211.3500,208.1500,208.7000,22588870
2020-08-12,205.2900,210.2800,204.7500,209.1900,28041364
2020-08-11,207.1550,207.6500,203.1400,203.3800,36446459
2020-08-10,211.6700,211.8800,206.3500,208.2500,36716462
2020-08-07,214.8500,215.7000,210.9300,212.4800,27820421
2020-08-06,212.3400,216.3705,211.5500,216.3500,32656843
2020-08-05,214.9000,215.0000,211.5700,212.9400,28858621
2020-08-04,214.1700,214.7700,210.3100,213.2900,49280056
2020-08-03,211.5200,217.6400,210.4400,216.5400,78983009
2020-07-31,204.4000,205.1000,199.0100,205.0100,51247969
2020-07-30,201.0000,204.4600,199.5700,203.9000,25079596
2020-07-29,202.5000,204.6500,202.0100,204.0600,19632602
2020-07-28,203.6100,204.7000,201.7400,202.0200,23251388
2020-07-27,201.4700,203.9700,200.8600,203.8500,30160867
2020-07-24,200.4200,202.8600,197.5100,201.3000,39826989
2020-07-23,207.1900,210.9200,202.1500,202.5400,67457035
2020-07-22,209.2000,212.3000,208.3900,211.7500,49605692
2020-07-21,213.6600,213.9400,208.0300,208.7500,38105800
2020-07-20,205.0000,212.3000,203.0100,211.6000,36884800
2020-07-17,204.4700,205.0400,201.3900,202.8800,31635300
2020-07-16,205.4000,205.7000,202.3100,203.9200,29940700
2020-07-15,209.5600,211.3300,205.0300,208.0400,32179400
2020-07-14,206.1300,208.8500,202.0300,208.3500,37591800
2020-07-13,214.4800,215.8000,206.5000,207.0700,38135600
2020-07-10,213.6200,214.0800,211.0800,213.6700,26177600
2020-07-09,216.3300,216.3800,211.4700,214.3200,33121700
2020-07-08,210.0700,213.2600,208.6900,212.8300,33600000
2020-07-07,210.4500,214.6700,207.9900,208.2500,33600700
2020-07-06,208.8300,211.1300,208.0900,210.7000,31897600
2020-07-02,205.6800,208.0200,205.0000,206.2600,29299700
2020-07-01,203.1400,206.3500,201.7700,204.7000,32061200
2020-06-30,197.8800,204.4000,197.7400,203.5100,34310300
