timestamp,open,high,low,close,volume
2020-09-16,1555.5400,1562.0000,1519.8200,1520.9000,1312299
2020-09-15,1536.0000,1559.5700,1531.8350,1541.4400,1331082
2020-09-14,1539.0050,1563.9999,1515.7400,1519.2800,1696589
2020-09-11,1536.0000,1575.2000,1497.3600,1520.7200,1597087
2020-09-10,1560.6400,1584.0810,1525.8050,1532.0200,1618557
2020-09-09,1557.5300,1569.0000,1536.0511,1556.9600,1774704
2020-09-08,1533.5100,1563.8650,1528.0100,1532.3900,2610884
2020-09-04,1624.2600,1645.1100,1547.6125,1591.0400,2608568
2020-09-03,1709.7143,1709.7143,1615.0600,1641.8400,3107763
2020-09-02,1673.7754,1733.1799,1666.3301,1728.2800,2511180
2020-09-01,1636.6300,1665.7300,1632.2200,1660.7100,1826655
2020-08-31,1647.8900,1647.9650,1630.3100,1634.1800,1823406
2020-08-28,1633.4900,1647.1699,1630.7500,1644.4100,1499782
2020-08-27,1653.6800,1655.0000,1625.7500,1634.3300,1861602
2020-08-26,1608.0000,1659.2200,1603.6000,1652.3800,3581072
2020-08-25,1582.0700,1611.6200,1582.0700,1608.2200,2132084
2020-08-24,1593.9800,1614.1700,1580.5700,1588.2000,1410229
2020-08-21,1577.0300,1597.7200,1568.0050,1580.4200,1446453
2020-08-20,1543.4500,1585.8700,1538.2000,1581.7500,1706877
2020-08-19,1553.3100,1573.6800,1543.9500,1547.5300,1660611
2020-08-18,1526.1800,1562.4700,1523.7100,1558.6000,2027086
2020-08-17,1514.6700,1525.6100,1507.9700,1517.9800,1364082
2020-08-14,1515.6600,1521.9000,1502.8800,1507.7300,1355200
2020-08-13,1510.3400,1537.2500,1508.0050,1518.4500,1455208
2020-08-12,1485.5800,1512.3859,1485.2500,1506.6200,1437655
2020-08-11,1492.4400,1510.0000,1478.0000,1480.3200,1454365
2020-08-10,1487.1800,1504.0750,1473.0800,1496.1000,1289530
2020-08-07,1500.0000,1516.8450,1481.6400,1494.4900,1577826
2020-08-06,1471.7500,1502.3900,1466.0000,1500.1000,1995368
2020-08-05,1469.3000,1482.4100,1463.4600,1473.6100,1979957
2020-08-04,1476.5700,1485.5600,1458.6500,1464.9700,1903489
2020-08-03,1486.6400,1490.4700,1465.6400,1474.4500,2331514
2020-07-31,1505.0100,1508.9500,1454.0300,1482.9600,3429036
2020-07-30,1497.0000,1537.8700,1492.2200,1531.4500,1671396
2020-07-29,1506.3200,1531.2522,1501.3300,1522.0200,1106534
2020-07-28,1525.1800,1526.4800,1497.6600,1500.3400,1702174
2020-07-27,1515.6000,1540.9700,1515.2100,1530.2000,1245980
2020-07-24,1498.9300,1517.6362,1488.4000,1511.8700,1544404
2020-07-23,1566.9700,1571.8700,1507.3918,1515.6800,1627634
2020-07-22,1560.5000,1570.0000,1546.1000,1568.4900,931985
2020-07-21,1586.9900,1586.9900,1554.2800,1558.4200,1183101
2020-07-20,1515.2600,1570.2900,1503.6000,1565.7200,1547136
2020-07-17,1521.6200,1523.4400,1498.4200,1515.5500,1457000
2020-07-16,1500.0000,1518.6900,1486.3100,1518.0000,1519300
2020-07-15,1523.1300,1535.3300,1498.0000,1513.6400,1761000
2020-07-14,1490.3100,1522.9500,1483.5000,1520.5800,1585000
2020-07-13,1550.0000,1577.1300,1505.2400,1511.3400,1846400
2020-07-10,1506.1500,1543.8300,1496.5400,1541.7400,1857200
2020-07-09,1506.4500,1522.7200,1488.0800,1510.9900,1423300
2020-07-08,1494.3200,1505.8800,1485.6300,1496.0000,1249700
2020-07-07,1490.0000,1516.8000,1483.5500,1485.1800,1458200
2020-07-06,1480.0600,1506.5900,1472.8600,1495.7000,1564000
2020-07-02,1446.9400,1482.9500,1446.4200,1464.7000,1859800
2020-07-01,1411.1000,1443.0000,1409.8200,1438.0400,1775600
2020-06-30,1390.4400,1418.6500,1383.9600,1413.6100,2042400
2020-06-29,1358.1800,1395.6000,1347.0100,1394.9700,1810200
2020-06-26,1431.3900,1433.4500,1351.9900,1359.9000,4267698
2020-06-25,1429.9000,1442.9000,1420.0000,1441.3300,1230474
2020-06-24,1461.5100,1475.4200,1429.7500,1431.9700,1756022
2020-06-23,1455.6400,1475.9400,1445.2400,1464.4100,1429764
2020-06-22,1429.0000,1452.7500,1423.2100,1451.8600,1542440
2020-06-19,1444.0000,1447.8000,1421.3500,1431.7200,3157875
2020-06-18,1449.1600,1451.4100,1427.0100,1435.9600,1581916
2020-06-17,1447.1600,1460.0000,1431.3800,1451.1200,1549615
2020-06-16,1445.2200,1455.0200,1425.9000,1442.7200,1711614
2020-06-15,1390.8000,1424.8000,1387.9200,1419.8500,1506096
2020-06-12,1428.4900,1437.0000,1386.0200,1413.1800,1946367
2020-06-11,1442.4800,1454.4700,1402.0000,1403.8400,1991332
2020-06-10,1459.5400,1474.2600,1456.2700,1465.8500,1525153
2020-06-09,1445.3600,1468.0000,1443.2100,1456.1600,1409249
2020-06-08,1422.3400,1447.9900,1422.3400,1446.6100,1404178
2020-06-05,1413.1700,1445.0500,1406.0000,1438.3900,1735244
2020-06-04,1430.4000,1438.9600,1404.7300,1412.1800,1484272
2020-06-03,1438.3000,1446.5500,1429.7800,1436.3800,1256186
2020-06-02,1430.5500,1439.6100,1418.8300,1439.2200,1278128
2020-06-01,1418.3900,1437.9600,1418.0000,1431.8200,1217140
2020-05-29,1416.9400,1432.5700,1413.3500,1428.9200,1838059
2020-05-28,1396.8600,1440.8400,1396.0000,1416.7300,1693976
2020-05-27,1417.2500,1421.7400,1391.2900,1417.8400,1686142
2020-05-26,1437.2700,1441.0000,1412.1300,1417.0200,2060643
2020-05-22,1396.7100,1412.7600,1391.8300,1410.4200,1309408
2020-05-21,1408.0000,1415.4900,1393.4500,1402.8000,1378020
2020-05-20,1389.5800,1410.4200,1387.2500,1406.7200,1655375
2020-05-19,1387.0000,1392.0000,1373.4800,1373.4800,1280649
2020-05-18,1361.7500,1392.3300,1354.2500,1383.9400,1823964
2020-05-15,1350.0000,1374.4800,1339.0000,1373.1900,1707747
2020-05-14,1335.0200,1357.4200,1323.9100,1356.1300,1603077
2020-05-13,1377.0500,1385.4800,1328.4000,1349.3300,1812585
2020-05-12,1407.1200,1415.0000,1374.7700,1375.7400,1390600
2020-05-11,1378.2800,1416.5300,1377.1500,1403.2600,1412116
2020-05-08,1383.1300,1398.7600,1375.4800,1388.3700,1388068
2020-05-07,1365.9400,1377.6000,1355.2700,1372.5600,1399759
2020-05-06,1361.6900,1371.1200,1347.2900,1347.3000,1215423
2020-05-05,1337.9200,1373.9400,1337.4600,1351.1100,1651533
2020-05-04,1308.2300,1327.6600,1299.0000,1326.8000,1504017
2020-05-01,1328.5000,1352.0700,1311.0000,1320.6100,2072639
2020-04-30,1324.8800,1352.8200,1322.4900,1348.6600,2668906
2020-04-29,1341.4600,1359.9900,1325.3400,1341.4800,3793630
2020-04-28,1287.9300,1288.0500,1232.2000,1233.6700,2951309
2020-04-27,1296.0000,1296.1500,1269.0000,1275.8800,1600563
